"WorkoutTime","ReadingTime","PhoneTime","WorkHours","CaffeineIntake","RelaxationTime","SleepTime"
"1.3164767001544","0.55860927301831","3.6659599362311","9.2123214538171","127.02213290309","0.906588752491","10"
"0.52362920594446","1.6707526649821","5.6693526752991","6.62910136486","107.27061859532","0.021438122330861","10"
"0.85030527826944","0.018391631002893","2.55354297533","6.9529311645789","152.32054190052","1.5486750152368","10"
"0.72993437379834","1.2023563801133","3.068940668373","8.3426729044163","36.511333060799","0.70386935255085","9.4668677465728"
"0.56232252396605","0.39819080095873","3.7340998817148","7.273656833539","180.72221034147","1.5778453153734","10"
"0.80283202466298","0.89360234202954","5.7522054421256","5.096730643732","213.56627495717","0.99051489480267","10"
"1.2887502093485","1.5906870791454","2.7910854758044","7.0291203008442","275.38001783819","1.9504366046107","10"
"2.7809122103497","0.55856466767297","1.3293944265496","6.3684655255745","166.66774880426","1.5550876952314","10"
"1.2979372217652","1.0134634080798","0.15786144235907","8.514627611981","127.78514052062","1.1692799138689","10"
"0.95203913823479","0.19230457745876","1.9004691535451","7.5918176258924","136.97910660057","0.54246566953084","10"
"1.439324456995","1.8790350196714","2.2973374049144","5.5300954045185","14.555528957035","0.83627207081643","8.7846022538672"
"1.6737425718061","1.1318294939375","2.2055743592622","7.6005816632625","261.1083139904","0.89011039944124","10"
"2.8357844698715","1.7273689240053","4.3382929856936","9.4255083410579","172.55567325678","0.50404575584026","10"
"1.7465148188261","1.6635775378284","0.85317475784594","4.7971994486992","26.315218244277","0.77601716282462","8.264532669441"
"0.65660863629362","1.678721700383","1.2391510528567","7.8181256801664","298.03181186437","1.123875881992","10"
"2.1756264463939","0.29646372317288","4.9522120279608","5.9830762263321","93.250566593921","0.42511106566231","10"
"1.6515849207258","0.11268025344255","4.619238767704","8.5908213567677","32.274941441089","1.6461832652811","10"
"1.573050744138","1.2031936749306","0.77318428787397","6.9988478652946","45.67709795929","1.172295679878","10"
"1.7874265166144","0.25818675846672","1.4150589545423","9.1438398384424","211.63982641836","1.2987607914817","10"
"2.3701959746065","0.038789506387328","5.4690706062126","7.0095176915951","262.29746930954","0.070851863365298","10"
"0.44501862609829","1.8997443459978","1.3527710002951","9.0582296839693","216.62281747758","0.88916767691613","10"
"1.5502930880677","1.7357093223559","1.6465611237951","7.841672733864","136.23442319521","1.3233294335279","10"
"0.96601092876559","1.9760589669934","0.21615746776458","7.7394489623935","32.335607433465","1.4455757117291","8.5907821198798"
"2.2985570235503","1.2607108083224","1.4134689722353","7.3127041278909","49.82485970664","0.51119639531464","8.5049330256292"
"0.11762287689179","1.5503619169104","0.27127236042899","4.5012214971943","78.876105441854","0.54392251751257","10"
"0.98017161999646","1.5232373096055","4.8127553322135","5.6862684156603","6.4106348328995","1.9714531023925","9.3409424733489"
"1.6796150815802","1.316954461738","0.68052494813344","6.2606114070241","296.51936284201","1.9378768160404","10"
"1.8685893494286","1.9494717430015","4.4520817514125","4.4302120199779","38.455831897488","0.95971892420782","8.1213871010228"
"2.7208828221244","0.03028797016855","0.66273543013755","5.3914274024666","128.35856104192","1.6164487139408","10"
"2.9200938600747","1.6630293241175","5.5236619787623","5.7253112417517","132.9014446151","1.5130314812251","10"
"2.7244628198613","0.27105255268718","3.1110442351969","8.764894222884","205.15300031995","1.981739831398","10"
"0.2507283242009","0.47066953278081","0.24862674922124","6.6164780203873","147.29299484961","0.36699610190966","10"
"2.687559470076","1.4762813876895","3.8152379776809","7.8260301915679","196.14851671967","1.0329857208842","10"
"0.8284558079541","1.3872043923883","3.9634290949174","9.7581935996253","124.20885499419","0.65769888521617","10"
"0.10484781516022","0.76423956646888","1.995126244867","7.3674491846583","114.85521718608","1.5431930146675","10"
"1.2927872746428","0.028235776293036","4.0218191942183","9.5674299789098","180.4692577957","0.2473552496837","10"
"0.59546537179302","1.9905051600015","5.7653968522774","6.4980475544065","55.98461228685","1.550497080725","10"
"0.12936443316823","0.68969630173473","0.71198242374486","9.9701971682516","88.169858676216","1.918459790616","10"
"1.2637299638356","1.759744892465","4.5737413384767","8.9370704411928","202.89369073363","1.5262141722207","10"
"0.1093937778135","0.88393496039993","0.46342356216455","7.3789586759706","259.04472893812","1.4945044676542","10"
"0.9121895246309","0.42239916802188","1.864930888438","9.8521397497934","118.97874895516","0.023276371754413","10"
"0.63660397022634","0.92047137504796","0.55153610965197","6.6620447036692","209.89156019352","0.38570850901467","10"
"0.7813927022676","1.5120666737647","0.1754209418896","7.9085166973118","101.27946036937","1.8855929745516","10"
"2.0112521803174","1.1298114934029","3.8793798639207","8.2597659581785","18.58585938095","1.7861295922937","9.8494311160949"
"2.0415936927157","0.63976451696626","3.7806692570299","6.9838554988844","293.46369022004","0.4484691966427","10"
"2.3843307114167","0.94458195056574","0.93515753670465","8.3643120616553","2.208559784949","0.2403901670266","8.3344060568871"
"2.2269278390557","1.8943462162609","3.169998169067","4.8641210207931","84.149985122039","0.52335650608314","10"
"2.7640669112142","1.5872522950225","2.9279037367192","9.6796276222226","140.84901603912","1.0595978028993","10"
"1.3395112775159","1.5536159255228","5.9203530475828","4.502442493313","45.743650346148","1.5162195393541","10"
"2.2875948964805","0.39565418059144","2.2607129954214","4.7344502874009","74.329471088275","0.48247095882072","9.1469148594184"
"2.846356307545","1.5306697153407","0.40428496400802","8.4791971783016","149.24709103946","1.2853235324765","10"
"1.8578795483019","1.1730570054142","5.9776098595021","5.2883349078846","264.89626484219","1.7283067072968","10"
"2.2834392196585","0.52996390466371","5.3737216520252","7.1520590525588","192.37555141534","0.5367306608706","10"
"1.1923129607382","1.2809473756864","2.7992156366094","8.436273918449","89.896364816979","1.9097910467769","10"
"2.9972397766825","1.3024391609564","3.8572918985563","5.4911506471137","155.77001228678","1.9360455727387","10"
"2.8086903435958","0.1599933793803","2.3724020485107","6.065134287576","115.07228520865","1.0271806221447","10"
"2.3317837010483","0.64731290348672","1.4863531973839","4.8679192792702","91.456770424276","0.5004562648413","9.2230421569292"
"2.4069105566388","0.16481695321217","3.306114846302","7.1276575227424","14.436299023008","1.5996789411345","9.3768973905193"
"2.5670511571725","0.36927063679637","3.6501635039448","8.2412602627128","51.184241111557","1.0031125636808","10"
"2.2010992034124","1.0093176444502","2.900427267958","7.6673774828136","197.07574114307","0.83958745514346","10"
"1.2913890106795","0.33713921180233","3.2827005071304","6.2336884355319","82.902591913248","0.73066878850949","10"
"2.3710888093892","1.9519935192507","1.7800714626599","5.9016524814442","125.92341450779","0.14472460437341","9.9290306859501"
"2.7800256948537","1.5077653755696","2.1931570650391","6.806604803426","112.4148224828","0.66429233420874","10"
"0.54698103901935","0.27091359392323","3.1254678728502","9.8787992729252","92.747590448681","1.9000430553439","10"
"2.5660480754174","1.3011567623364","1.6917054775264","4.9023110004792","224.6118513944","0.85544702903996","10"
"0.58913767368269","0.43700333490235","0.9345508503506","8.0283886603136","78.090490482994","0.45248991783189","10"
"1.9449195901072","0.38238501268704","3.7238676618617","7.5403456109969","42.851210847512","1.7665998216119","9.3879423956018"
"1.0736510650731","1.9354029541998","2.3358116609305","9.4743004613285","84.450162518203","1.0352402378892","10"
"0.92376520817421","1.4412888057024","2.1786503227691","9.4695818403154","123.67279189708","1.139563678132","10"
"0.15916133628857","0.93468994168119","4.4498956477216","8.8263685776003","1.3692409187945","1.7325971240773","10"
